PI21 HAPMAP9_box1_A7_SSPI21_M37 0 0 0 0 -9
PI21 HAPMAP9_box1_B10_SSPI21_M42 0 0 0 0 -9
PI21 HAPMAP9_box1_B1_SSPI21_M34 0 0 0 0 -9
PI21 HAPMAP9_box1_B9_SSPI21_M39 0 0 0 0 -9
PI21 HAPMAP9_box1_C10_SSPI21_M43 0 0 0 0 -9
PI21 HAPMAP9_box1_C1_SSPI21_M35 0 0 0 0 -9
PI21 HAPMAP9_box1_C7_SSPI21_M38 0 0 0 0 -9
PI21 HAPMAP9_box1_D10_SSPI21_M44 0 0 0 0 -9
PI21 HAPMAP9_box1_D1_SSPI21_M36 0 0 0 0 -9
PI21 HAPMAP9_box1_D9_SSPI21_M40 0 0 0 0 -9
PI21 HAPMAP9_box1_E10_SSPI21_M45 0 0 0 0 -9
PI21 HAPMAP9_box1_F10_SSPI21_M46 0 0 0 0 -9
PI21 HAPMAP9_box1_F9_SSPI21_M41 0 0 0 0 -9
PI21 WG0093132-DNAG07_SSPI21M10 0 0 0 0 -9
PI21 WG0093133-DNAA10_SSPI21M12 0 0 0 0 -9
PI21 WG0093133-DNAA11_SSPI21M22 0 0 0 0 -9
PI21 WG0093133-DNAA12_SSPI21M32 0 0 0 0 -9
PI21 WG0093133-DNAB09_SSPI21M04 0 0 0 0 -9
PI21 WG0093133-DNAB10_SSPI21M13 0 0 0 0 -9
PI21 WG0093133-DNAB11_SSPI21M23 0 0 0 0 -9
PI21 WG0093133-DNAC09_SSPI21M05 0 0 0 0 -9
PI21 WG0093133-DNAC10_SSPI21M14 0 0 0 0 -9
PI21 WG0093133-DNAD09_SSPI21M06 0 0 0 0 -9
PI21 WG0093133-DNAD10_SSPI21M15 0 0 0 0 -9
PI21 WG0093133-DNAD11_SSPI21M26 0 0 0 0 -9
PI21 WG0093133-DNAE09_SSPI21M07 0 0 0 0 -9
PI21 WG0093133-DNAE10_SSPI21M17 0 0 0 0 -9
PI21 WG0093133-DNAE11_SSPI21M28 0 0 0 0 -9
PI21 WG0093133-DNAF09_SSPI21M08 0 0 0 0 -9
PI21 WG0093133-DNAF10_SSPI21M19 0 0 0 0 -9
PI21 WG0093133-DNAF11_SSPI21M29 0 0 0 0 -9
PI21 WG0093133-DNAG09_SSPI21M09 0 0 0 0 -9
PI21 WG0093133-DNAG10_SSPI21M20 0 0 0 0 -9
PI21 WG0093133-DNAG11_SSPI21M30 0 0 0 0 -9
PI21 WG0093133-DNAH09_SSPI21M11 0 0 0 0 -9
PI21 WG0093133-DNAH10_SSPI21M21 0 0 0 0 -9
PI21 WG0093133-DNAH11_SSPI21M31 0 0 0 0 -9
PI21 WG0093135-DNAA02_SSPI21M02 0 0 0 0 -9
PI21 WG0093135-DNAH01_SSPI21M01 0 0 0 0 -9
PI21 WG0093135-DNAA01_SSPI21F02 0 0 0 0 -9
PI21 WG0093135-DNAB01_SSPI21F04 0 0 0 0 -9
PI21 WG0093135-DNAC01_SSPI21F05 0 0 0 0 -9
PI21 WG0093135-DNAD01_SSPI21F06 0 0 0 0 -9
PI21 WG0093135-DNAE01_SSPI21F07 0 0 0 0 -9
PI21 WG0093135-DNAF01_SSPI21F08 0 0 0 0 -9
PI21 WG0093135-DNAG01_SSPI21F09 0 0 0 0 -9
Summary: 39 males and 7 females according to names
